vehicle_id,x,y,lane_id,speed,type,message_id,event_type,event_time,x_jitter,y_jitter,main_zone,sub_zone,event_seconds,event_weight,vehicle_weight,speed_norm,priority_score,forwarder_rank_scaf,is_forwarder_scaf,ml_pred,ml_prob,is_forwarder
CNA_NBNA_9,10614.37,9638.92,-32340#7_0,48.3,car,ac7af0f9-e878-4f8e-a9f9-23c8a28501f0,NormalFlow,09:03:58,10614.322056660993,9638.878964334308,E5,E5_4,32638,0.3,0.6,0.3406205923836389,0.398124,1.0,1,1,1.0,0
CNA_NBNA_2,6842.48,5983.96,-31606#1_0,44.4,car,899e203a-5364-4a77-814f-2244c9a21325,NormalFlow,09:03:59,6842.39625472266,5983.727150316623,C3,C3_2,32639,0.3,0.6,0.31311706629055,0.392623,1.0,1,1,1.0,0
CNA_NBNA_11,7230.12,8241.82,--30988#2_1,6.3,car,475c938e-1490-4788-a174-2f020a1b3293,NormalFlow,09:04:00,7230.013362536985,8241.44907766939,C4,C4_2,32640,0.3,0.6,0.044428772919605,0.338886,1.0,1,1,1.0,1
CNA_NBNA_7,7739.12,6082.46,--32964#8_0,50.7,car,7c1eb49a-050c-4c70-9564-98c6ae9cf57e,NormalFlow,09:04:01,7739.470597823658,6082.916823820711,C3,C3_4,32641,0.3,0.6,0.3575458392101551,0.401509,1.0,1,1,1.0,0
CNA_NBNA_3,5392.94,7700.12,--32406#1_0,48.6,car,934d38af-3c06-43c0-a9e0-6621f7829597,NormalFlow,09:04:02,5393.312498790769,7700.168889483253,B4,B4_2,32642,0.3,0.6,0.3427362482369534,0.398547,1.0,1,1,1.0,0
CNA_NBNA_1,11040.45,9258.74,-31622#2-AddedOnRampEdge_1,106.5,car,911acae7-2432-4507-9a40-46a27de55d37,NormalFlow,09:04:03,11040.885745899644,9258.655618044037,E5,E5_4,32643,0.3,0.6,0.7510578279266572,0.480212,1.0,1,1,1.0,0
CNA_NBNA_4,11060.25,9421.04,-31622#1_0,135.6,car,e71c0dae-53be-44c7-8316-ed4ae6e6b29e,NormalFlow,09:04:04,11060.151780109563,9421.457580697896,E5,E5_4,32644,0.3,0.6,0.9562764456981664,0.521255,1.0,1,1,1.0,0
CNA_NBNA_8,11130.2,9613.06,-31622#1_0,138.8,car,83ba37dc-963f-4b5a-b954-1ef389f9121d,NormalFlow,09:04:05,11129.958772762186,9612.782907886163,E5,E5_4,32645,0.3,0.6,0.9788434414668548,0.525769,1.0,1,1,1.0,0
CNA_NBNA_10,11161.1,9667.18,-31622#1_0,133.4,car,afe410b2-fe3d-46eb-8260-d90f9443211f,NormalFlow,09:04:06,11161.328792077857,9667.059950999475,E5,E5_4,32646,0.3,0.6,0.9407616361071932,0.518152,1.0,1,1,1.0,0
CNA_NBNA_6,6823.79,2254.43,:-29400_0_0,0.0,car,ea692281-8fcf-45ab-be46-49b6a9e6eeaf,Accident,09:04:07,6824.2382437822735,2254.511610600229,C1,C1_1,32647,1.0,0.6,0.0,0.68,1.0,1,1,1.0,1
NBSKMS_Nightbus_3,5803.79,5771.38,--31272#8_0,44.0,bus,c98d4743-4cfa-49ea-98de-2a1c8a3b259b,NormalFlow,09:04:08,5803.387676028944,5771.3864060008445,B3,B3_3,32648,0.3,1.0,0.310296191819464,0.512059,1.0,1,1,1.0,0
NBSKMS_Nightbus_4,7437.46,5775.95,--30528#16_0,38.4,bus,f2c8a1c2-c062-4e8b-bd5c-6ab5a8eb2e76,NormalFlow,09:04:09,7437.478753535288,5775.863573717368,C3,C3_3,32649,0.3,1.0,0.2708039492242595,0.504161,1.0,1,1,1.0,0
NBSKMS_Nightbus_1,10281.9,9191.01,-32278#1_0,1.0,bus,9838bdd7-0352-4327-b574-84f53cd663a0,Traffic,09:04:10,10281.978460162416,9191.017641018188,E5,E5_2,32650,0.7,1.0,0.007052186177715,0.65141,1.0,1,1,1.0,0
NBSKMS_Nightbus_2,7312.3,6696.88,-32924#0_0,41.2,bus,bb5712e6-917f-40a6-ad72-b2884a6a4326,NormalFlow,09:04:11,7312.209353150602,6696.599422164549,C4,C4_1,32651,0.3,1.0,0.2905500705218617,0.50811,1.0,1,1,1.0,0
CNA_NBNA_5,7877.7,5393.2,-31818#21_1,69.4,car,a6ecdda8-f4e5-4e82-b0c9-bcd795b9169e,NormalFlow,09:04:12,7877.430270403173,5393.035177225124,C3,C3_3,32652,0.3,0.6,0.4894217207334274,0.427884,1.0,1,1,1.0,0
CNA_NBNA_12,7614.27,9353.77,--32244_0,1.0,car,592b103d-3e85-4c28-a284-b431232e79a5,Traffic,09:04:13,7614.747831845757,9354.028205944043,C5,C5_4,32653,0.7,0.6,0.007052186177715,0.53141,1.0,1,1,1.0,1
CNA_NBNA_9,10623.05,9628.53,-32340#7_0,48.9,car,777acc8e-f3df-4f6a-b665-1250eeda9c33,NormalFlow,09:04:14,10622.69559009754,9628.5854258403,E5,E5_4,32654,0.3,0.6,0.3448519040902679,0.39897,1.0,1,1,1.0,0
CNA_NBNA_2,6843.28,5971.64,-31606#1_0,44.5,car,86ff4244-ee65-463e-b773-bd422a5f552c,NormalFlow,09:04:15,6842.868500560366,5971.497704442188,C3,C3_2,32655,0.3,0.6,0.3138222849083215,0.392764,1.0,1,1,1.0,0
CNA_NBNA_11,7227.03,8242.42,--30988#2_1,11.8,car,648cf6f9-db30-40b2-a3fa-bfdc9c9dc947,NormalFlow,09:04:16,7226.810282743761,8241.960330184318,C4,C4_2,32656,0.3,0.6,0.083215796897038,0.346643,1.0,1,1,1.0,0
CNA_NBNA_7,7749.32,6073.1,--32964#8_0,50.3,car,4c327459-2a82-42eb-8b99-82afc3e01211,NormalFlow,09:04:17,7748.824154393978,6072.837874866776,C3,C3_4,32657,0.3,0.6,0.354724964739069,0.400945,1.0,1,1,1.0,0
CNA_NBNA_3,5380.3,7705.2,--32406#1_0,49.4,car,d2071f3a-e38d-469c-a445-ede3a3daa469,NormalFlow,09:04:18,5380.764981491541,7705.026812420673,B4,B4_2,32658,0.3,0.6,0.3483779971791255,0.399676,1.0,1,1,1.0,0
CNA_NBNA_1,11039.61,9229.12,-31622#2-AddedOnRampEdge_1,106.6,car,795e44af-16e8-4db8-b61e-09295e9c636e,NormalFlow,09:04:19,11040.023440594325,9228.8950734889,E5,E5_4,32659,0.3,0.6,0.7517630465444287,0.480353,1.0,1,1,1.0,0
CNA_NBNA_4,11053.06,9384.2,-31622#1_0,134.7,car,326ef372-8c96-4008-bf5d-e9e61d304e75,NormalFlow,09:04:20,11053.464804065334,9384.17758991497,E5,E5_4,32660,0.3,0.6,0.9499294781382228,0.519986,1.0,1,1,1.0,0
CNA_NBNA_8,11113.99,9578.18,-31622#1_0,138.0,car,c0056c7f-b45e-4423-be76-c84ba2a5d082,NormalFlow,09:04:21,11113.959460136472,9578.584498878858,E5,E5_4,32661,0.3,0.6,0.9732016925246826,0.52464,1.0,1,1,1.0,0
CNA_NBNA_10,11142.95,9635.49,-31622#1_0,131.0,car,42caf50a-37d1-4e08-b9a5-4c50ee25571c,NormalFlow,09:04:22,11143.28979483245,9635.352180732754,E5,E5_4,32662,0.3,0.6,0.9238363892806768,0.514767,1.0,1,1,1.0,0
CNA_NBNA_6,6819.73,2272.33,-31268#0_0,66.1,car,40c75383-cc79-432b-96de-779ac8fc3b0f,NormalFlow,09:04:23,6819.749670728903,2272.7940689991683,C1,C1_1,32663,0.3,0.6,0.4661495063469675,0.42323,1.0,1,1,1.0,0
NBSKMS_Nightbus_3,5815.96,5770.47,--31272#8_0,43.9,bus,c2cbe46e-11bd-40e0-a22e-d6f33f32df3a,NormalFlow,09:04:24,5816.248058149389,5770.10294110318,B3,B3_3,32664,0.3,1.0,0.3095909732016925,0.511918,1.0,1,1,1.0,0
NBSKMS_Nightbus_4,7435.79,5787.48,--30528#16_0,41.4,bus,f872ca49-685f-4cc3-8acc-96806a66fdaf,NormalFlow,09:04:25,7435.431683762883,5787.5731131746725,C3,C3_3,32665,0.3,1.0,0.2919605077574048,0.508392,1.0,1,1,1.0,0
NBSKMS_Nightbus_1,10281.9,9191.01,-32278#1_0,1.0,bus,348b32c4-4612-41ea-ab42-6e1951a34570,Traffic,09:04:26,10281.812290369657,9191.499979306143,E5,E5_2,32666,0.7,1.0,0.007052186177715,0.65141,1.0,1,1,1.0,0
NBSKMS_Nightbus_2,7307.85,6707.83,-32924#0_0,42.9,bus,4fc312de-e9a4-4de9-94c9-fc4c51786055,NormalFlow,09:04:27,7307.362640973915,6707.864591100811,C4,C4_1,32667,0.3,1.0,0.3025387870239774,0.510508,1.0,1,1,1.0,0
CNA_NBNA_5,7862.25,5381.67,-31818#21_1,69.2,car,81f8f5af-9c44-482d-bb95-75809249cc12,NormalFlow,09:04:28,7862.004070162628,5381.939814506278,C3,C3_3,32668,0.3,0.6,0.4880112834978843,0.427602,1.0,1,1,1.0,0
CNA_NBNA_12,7612.96,9354.57,--32244_0,5.5,car,8a9e365c-d532-41ad-a3a4-1d6967a42330,NormalFlow,09:04:29,7612.543884604854,9354.875015403462,C5,C5_4,32669,0.3,0.6,0.038787023977433,0.337757,1.0,1,1,1.0,1
CNA_NBNA_9,10631.3,9618.66,-32340#7_0,46.4,car,f859851c-a45f-4a14-a3f8-df0dc0e5f9c1,NormalFlow,09:04:30,10630.968688124336,9618.214702744446,E5,E5_4,32670,0.3,0.6,0.3272214386459802,0.395444,1.0,1,1,1.0,0
CNA_NBNA_2,6843.62,5959.46,-31606#1_0,43.9,car,cf9991bf-f9c4-42c8-977b-8b110a14ebe7,NormalFlow,09:04:31,6844.01546798854,5959.283525450827,C3,C3_2,32671,0.3,0.6,0.3095909732016925,0.391918,1.0,1,1,1.0,0
CNA_NBNA_11,7222.34,8242.26,:-18840_1_0,0.0,car,c22f5bde-e918-43f0-8e0c-6bf0cb25c1bd,Accident,09:04:32,7222.1739487028835,8242.620185036663,C4,C4_2,32672,1.0,0.6,0.0,0.68,1.0,1,1,1.0,1
CNA_NBNA_7,7758.9,6064.15,--32964#8_0,47.6,car,6cd0094e-def5-4e18-ae0d-16c1b365688f,NormalFlow,09:04:33,7759.023192212322,6064.226694420614,C3,C3_4,32673,0.3,0.6,0.3356840620592383,0.397137,1.0,1,1,1.0,0
CNA_NBNA_3,5367.39,7707.58,--32406#1_0,47.4,car,e9914817-e34c-4eae-9cd6-66e1c7f8770d,NormalFlow,09:04:34,5366.942524292671,7707.723614024667,B4,B4_2,32674,0.3,0.6,0.3342736248236953,0.396855,1.0,1,1,1.0,0
CNA_NBNA_1,11039.31,9199.19,-31622#2-AddedOnRampEdge_1,107.7,car,74af49fe-dbcf-4495-aa9d-edc1c741e037,NormalFlow,09:04:35,11039.370758710153,9199.113832142277,E5,E5_4,32675,0.3,0.6,0.7595204513399153,0.481904,1.0,1,1,1.0,0
CNA_NBNA_4,11047.67,9347.07,-31622#1_0,134.6,car,73b1fcc8-24bf-4231-b2d5-46893fe877c8,NormalFlow,09:04:36,11047.957181095457,9347.082424847003,E5,E5_4,32676,0.3,0.6,0.9492242595204512,0.519845,1.0,1,1,1.0,0
CNA_NBNA_8,11098.63,9541.74,-31622#1_0,141.8,car,d2f72d0e-33d7-4970-90e8-c76fc7572cbb,NormalFlow,09:04:37,11099.037103624743,9541.389361134805,E5,E5_4,32677,0.3,0.6,1.0,0.53,1.0,1,1,1.0,0
CNA_NBNA_10,11125.12,9602.58,-31622#1_0,134.3,car,7b7a1808-aa82-43e7-9007-a88008c74470,NormalFlow,09:04:38,11125.123546591689,9602.601664661506,E5,E5_4,32678,0.3,0.6,0.9471086036671368,0.519422,1.0,1,1,1.0,0
CNA_NBNA_6,6815.77,2289.97,-31268#0_0,65.1,car,327b0b87-abbf-43a6-9262-89a50be833fa,NormalFlow,09:04:39,6815.648173309111,2290.3874646936606,C1,C1_1,32679,0.3,0.6,0.4590973201692523,0.421819,1.0,1,1,1.0,0
NBSKMS_Nightbus_3,5827.12,5769.52,--31272#8_0,40.3,bus,9292d52d-f76e-47e9-a9e4-2e50bffd220e,NormalFlow,09:04:40,5826.792023220078,5769.45646318594,B3,B3_3,32680,0.3,1.0,0.2842031029619181,0.506841,1.0,1,1,1.0,0
NBSKMS_Nightbus_4,7433.8,5796.37,--30528#16_0,32.4,bus,420f501c-0206-4ba6-ad0a-82f4668be15e,NormalFlow,09:04:41,7433.781300750534,5796.387788263473,C3,C3_3,32681,0.3,1.0,0.2284908321579689,0.495698,1.0,1,1,1.0,0
NBSKMS_Nightbus_1,10281.9,9191.01,-32278#1_0,1.0,bus,b00cbc72-e669-40fb-a9e5-b16ff1685a02,Traffic,09:04:42,10282.122523567588,9190.898416288232,E5,E5_2,32682,0.7,1.0,0.007052186177715,0.65141,1.0,1,1,1.0,0
NBSKMS_Nightbus_2,7302.07,6718.29,-32924#0_0,43.4,bus,dcd3215f-436a-45cb-aa0c-537bdb6eb9fc,NormalFlow,09:04:43,7302.138541709032,6718.25886933693,C4,C4_1,32683,0.3,1.0,0.3060648801128349,0.511213,1.0,1,1,1.0,0
CNA_NBNA_5,7844.74,5373.7,-31818#21_1,69.1,car,c58deddd-12f1-4606-962a-71d4cc5a53fa,NormalFlow,09:04:44,7844.899263620839,5373.515237701143,C3,C3_3,32684,0.3,0.6,0.4873060648801127,0.427461,1.0,1,1,1.0,0
CNA_NBNA_12,7610.16,9356.29,--32244_0,11.8,car,03b98b64-b99c-4e0b-a94b-c8cf7de818be,NormalFlow,09:04:45,7610.131001243693,9355.79304139372,C5,C5_4,32685,0.3,0.6,0.083215796897038,0.346643,1.0,1,1,1.0,0
CNA_NBNA_9,10639.85,9608.42,-32340#7_0,48.1,car,9383a2d5-a619-4f83-9d8b-9d474c84910b,NormalFlow,09:04:46,10640.181908373248,9608.7009742938,E5,E5_4,32686,0.3,0.6,0.3392101551480959,0.397842,1.0,1,1,1.0,0
CNA_NBNA_2,6843.98,5946.83,-31606#1_0,45.5,car,ae064524-8ecb-4845-8ada-a5a9db6f6302,NormalFlow,09:04:47,6844.154687612014,5947.267645033083,C3,C3_2,32687,0.3,0.6,0.3208744710860366,0.394175,1.0,1,1,1.0,0
CNA_NBNA_11,7217.31,8239.35,:-18840_1_0,21.5,car,a76d53ed-63f3-45df-aa74-fb57aa701722,NormalFlow,09:04:48,7217.639154573589,8239.147601746148,C4,C4_2,32688,0.3,0.6,0.1516220028208744,0.360324,1.0,1,1,1.0,0
CNA_NBNA_7,7767.29,6054.34,:-19442_10_0,46.9,car,61e9eaeb-b81e-417c-a00b-c51679a506dc,NormalFlow,09:04:49,7766.98084579883,6054.600882924726,C3,C3_4,32689,0.3,0.6,0.3307475317348378,0.39615,1.0,1,1,1.0,0
CNA_NBNA_3,5353.63,7709.12,:-3430_3_0,49.9,car,f42e6f89-db03-4a60-b83d-4cb898bc3603,NormalFlow,09:04:50,5353.481798296723,7709.235929761761,B4,B4_2,32690,0.3,0.6,0.351904090267983,0.400381,1.0,1,1,1.0,0
CNA_NBNA_1,11040.87,9169.73,:-31622#2-AddedOnRampNode_0_1,107.1,car,fcaffb6a-bb15-490d-93aa-9b6b6e05f9a4,NormalFlow,09:04:51,11040.39148645121,9170.188826585809,E5,E5_4,32691,0.3,0.6,0.7552891396332863,0.481058,1.0,1,1,1.0,0
CNA_NBNA_4,11047.01,9310.26,-31622#1_1,131.6,car,0fe8e923-2ba0-4d40-ae3b-b8a2157f6132,NormalFlow,09:04:52,11046.595117043653,9309.954252222533,E5,E5_4,32692,0.3,0.6,0.928067700987306,0.515614,1.0,1,1,1.0,0
CNA_NBNA_8,11085.0,9505.05,-31622#1_0,140.4,car,f56dae3b-e1a3-45bf-935f-b53866b1ab98,NormalFlow,09:04:53,11085.232471401348,9504.62542607826,E5,E5_4,32693,0.3,0.6,0.9901269393511988,0.528025,1.0,1,1,1.0,0
CNA_NBNA_10,11109.68,9568.41,-31622#1_0,134.5,car,d90942eb-c57f-4996-9d62-a1ae3709932e,NormalFlow,09:04:54,11109.589431080218,9568.575942336496,E5,E5_4,32694,0.3,0.6,0.9485190409026798,0.519704,1.0,1,1,1.0,0
CNA_NBNA_6,6811.51,2306.65,-31268#0_0,0.0,car,250e4033-7de1-4a96-9542-73a2e6ae06da,Accident,09:04:55,6811.503589471947,2306.620110490584,C1,C1_1,32695,1.0,0.6,0.0,0.68,1.0,1,1,1.0,0
NBSKMS_Nightbus_3,5834.96,5768.79,--31272#8_0,28.4,bus,7be1d891-2beb-4bd2-9ff5-ddd759e4ac78,NormalFlow,09:04:56,5834.974733515926,5768.8315332220045,B3,B3_3,32696,0.3,1.0,0.2002820874471085,0.490056,1.0,1,1,1.0,0
NBSKMS_Nightbus_4,7431.83,5802.04,--30528#16_0,21.3,bus,d43e7454-5f3e-45c2-94ca-3649a5bc84a5,NormalFlow,09:04:57,7431.957795606865,5801.971629946999,C3,C3_3,32697,0.3,1.0,0.1502115655853314,0.480042,1.0,1,1,1.0,0
NBSKMS_Nightbus_1,10281.9,9191.01,-32278#1_0,1.0,bus,88073746-2ad3-4f74-98b8-bbf79d2e0656,Traffic,09:04:58,10281.937357359782,9190.549590777306,E5,E5_2,32698,0.7,1.0,0.007052186177715,0.65141,1.0,1,1,1.0,0
NBSKMS_Nightbus_2,7296.05,6728.25,-32924#0_0,42.2,bus,1e1c1ae2-c4b5-4f5a-ab37-2dd411fed13c,NormalFlow,09:04:59,7296.068928403657,6728.01073184261,C4,C4_1,32699,0.3,1.0,0.2976022566995768,0.50952,1.0,1,1,1.0,0
CNA_NBNA_5,7826.01,5369.09,-31818#21_1,69.4,car,ecfd1035-7e07-4442-83b0-a075cc7df088,NormalFlow,09:05:00,7826.50345157929,5369.299278389184,C3,C3_3,32700,0.3,0.6,0.4894217207334274,0.427884,1.0,1,1,1.0,0
CNA_NBNA_12,7605.9,9358.9,--32244_0,18.0,car,331de87d-f62e-4e70-a9d1-1275c41e3852,NormalFlow,09:05:01,7605.990495214255,9359.211350034377,C5,C5_4,32701,0.3,0.6,0.1269393511988716,0.355388,1.0,1,1,1.0,0
CNA_NBNA_9,10648.11,9598.54,-32340#7_0,46.5,car,52184ee5-fe6b-4295-b498-3202b4debe54,NormalFlow,09:05:02,10648.1194326153,9598.761250342746,E5,E5_4,32702,0.3,0.6,0.3279266572637517,0.395585,1.0,1,1,1.0,0
CNA_NBNA_2,6846.45,5937.39,-31606#1_0,35.1,car,3e2f9fe7-a12a-45c9-82aa-fd3b119cfe71,NormalFlow,09:05:03,6846.355924611983,5937.649533489263,C3,C3_2,32703,0.3,0.6,0.2475317348377997,0.379506,1.0,1,1,1.0,0
CNA_NBNA_11,7213.34,8232.32,--30988#1_1,29.5,car,c1aa0f7b-e916-4f92-9f61-b9e06e41e62f,NormalFlow,09:05:04,7213.216958456409,8231.984316334756,C4,C4_2,32704,0.3,0.6,0.2080394922425952,0.371608,1.0,1,1,1.0,0
CNA_NBNA_7,7760.67,6043.68,--30534#1_0,50.6,car,35c03c06-10de-4c8e-9758-c4b0975c35c1,NormalFlow,09:05:05,7760.576723668454,6043.212439683369,C3,C3_4,32705,0.3,0.6,0.3568406205923836,0.401368,1.0,1,1,1.0,0
CNA_NBNA_3,5340.43,7705.65,--31212_0,50.5,car,04d7e7e6-7d1c-4056-96ae-dafb75de34c1,NormalFlow,09:05:06,5340.138351074783,7705.393468473335,B4,B4_2,32706,0.3,0.6,0.3561354019746121,0.401227,1.0,1,1,1.0,0
CNA_NBNA_1,11044.31,9141.07,-31622#2_1,105.0,car,6fd9cc24-e4cb-489f-a627-39eb07a10346,NormalFlow,09:05:07,11044.347775035249,9140.892081785529,E5,E5_4,32707,0.3,0.6,0.7404795486600846,0.478096,1.0,1,1,1.0,0
CNA_NBNA_4,11047.6,9278.47,-31622#2-AddedOnRampEdge_3,115.8,car,d3a51fe5-e9bb-4c4b-a593-c3a5d1c43722,NormalFlow,09:05:08,11047.845113317784,9278.502773925262,E5,E5_4,32708,0.3,0.6,0.8166431593794076,0.493329,1.0,1,1,1.0,0
CNA_NBNA_8,11073.28,9468.3,-31622#1_0,138.4,car,550cc267-0b43-4754-bf77-1a2500dda377,NormalFlow,09:05:09,11073.575723874845,9468.61394785322,E5,E5_4,32709,0.3,0.6,0.9760225669957686,0.525205,1.0,1,1,1.0,0
CNA_NBNA_10,11095.63,9534.5,-31622#1_0,131.6,car,3ee74cfd-7b0d-48e4-ba17-49e79a94b04a,NormalFlow,09:05:10,11095.660385227022,9534.495449092345,E5,E5_4,32710,0.3,0.6,0.928067700987306,0.515614,1.0,1,1,1.0,0
CNA_NBNA_6,6806.24,2323.21,-31268#0_0,62.6,car,8909807f-6028-4ccd-b8c8-45bdf6fd91e6,NormalFlow,09:05:11,6806.017380708701,2322.931904905028,C1,C1_1,32711,0.3,0.6,0.4414668547249647,0.418293,1.0,1,1,1.0,0
NBSKMS_Nightbus_3,5838.49,5768.38,--31272#8_0,12.8,bus,9e40d847-202b-4058-8f58-5c9a6e98364b,NormalFlow,09:05:12,5838.695322926026,5768.417954464543,B3,B3_3,32712,0.3,1.0,0.0902679830747531,0.468054,1.0,1,1,1.0,0
NBSKMS_Nightbus_4,7431.35,5803.39,--30528#16_0,5.1,bus,6a367107-d67b-460d-bf7d-382a446b9063,NormalFlow,09:05:13,7431.674236055491,5803.796151147827,C3,C3_3,32713,0.3,1.0,0.0359661495063469,0.457193,1.0,1,1,1.0,0
NBSKMS_Nightbus_1,10281.9,9191.01,-32278#1_0,1.0,bus,0879c289-418a-4909-afb2-36792494b8eb,Traffic,09:05:14,10282.175648303297,9191.507388894215,E5,E5_2,32714,0.7,1.0,0.007052186177715,0.65141,1.0,1,1,1.0,0
NBSKMS_Nightbus_2,7288.96,6736.67,-32924#0_0,40.1,bus,c65a5b35-f4ca-4a70-b2ba-6d2ffb7e38f5,NormalFlow,09:05:15,7289.238638145655,6736.445146816594,C4,C4_1,32715,0.3,1.0,0.2827926657263752,0.506559,1.0,1,1,1.0,0
CNA_NBNA_5,7809.03,5367.06,-31818#21_1,61.4,car,ff8f5e63-8de9-44f7-a579-4d4ec18d246e,NormalFlow,09:05:16,7808.989428695296,5366.933797559207,C3,C3_3,32716,0.3,0.6,0.4330042313117065,0.416601,1.0,1,1,1.0,0
CNA_NBNA_12,7600.48,9362.21,--32244_0,22.9,car,fa6b78d8-94e4-4316-8927-8db0e5e128cc,NormalFlow,09:05:17,7600.180632226204,9362.07797642812,C5,C5_4,32717,0.3,0.6,0.1614950634696755,0.362299,1.0,1,1,1.0,0
CNA_NBNA_9,10656.91,9588.01,-32340#7_0,49.5,car,a47f76ab-fc39-43b2-9a42-9fda483ea831,NormalFlow,09:05:18,10657.178356054435,9587.597800243666,E5,E5_4,32718,0.3,0.6,0.349083215796897,0.399817,1.0,1,1,1.0,0
CNA_NBNA_2,6847.78,5932.32,-31606#1_0,18.9,car,6556e806-49f5-4107-87f0-916a12ea6100,NormalFlow,09:05:19,6847.606233773299,5932.787919057424,C3,C3_2,32719,0.3,0.6,0.1332863187588152,0.356657,1.0,1,1,1.0,0
CNA_NBNA_11,7212.85,8222.44,--30988#1_1,36.3,car,b6a56ed7-e6d0-42f2-802c-3dd3bd15bcc4,NormalFlow,09:05:20,7212.853593159194,8222.907522948533,C4,C4_2,32720,0.3,0.6,0.2559943582510577,0.381199,1.0,1,1,1.0,0
CNA_NBNA_7,7750.22,6034.47,--30534#1_0,50.2,car,e65a65e2-85ef-4eef-aef8-27eab10e9f1e,NormalFlow,09:05:21,7750.422266281957,6034.190788205535,C3,C3_4,32721,0.3,0.6,0.3540197461212976,0.400804,1.0,1,1,1.0,0
CNA_NBNA_3,5329.57,7698.34,--31212_0,47.1,car,8175857e-a002-43df-95ea-6e80adeb8064,NormalFlow,09:05:22,5329.30958773958,7698.012593366915,B4,B4_2,32722,0.3,0.6,0.3321579689703808,0.396432,1.0,1,1,1.0,0
CNA_NBNA_1,11046.17,9111.37,-31622#2_1,107.1,car,70258428-4b0f-4524-a298-640eb180c15c,NormalFlow,09:05:23,11046.20170887472,9111.136618759348,E5,E5_4,32723,0.3,0.6,0.7552891396332863,0.481058,1.0,1,1,1.0,0
CNA_NBNA_4,11046.65,9244.92,-31622#2-AddedOnRampEdge_3,121.0,car,c5b86b32-4fda-46c4-86f5-aab8553d6493,NormalFlow,09:05:24,11046.558890450697,9244.674815101283,E5,E5_4,32724,0.3,0.6,0.853314527503526,0.500663,1.0,1,1,1.0,0
CNA_NBNA_8,11062.85,9430.86,-31622#1_0,139.4,car,24b35c4f-ed29-4c49-b73f-4339a7b12f6a,NormalFlow,09:05:25,11062.484686523718,9430.654382452429,E5,E5_4,32725,0.3,0.6,0.9830747531734836,0.526615,1.0,1,1,1.0,0
CNA_NBNA_10,11083.27,9500.22,-31622#1_0,130.7,car,4c351592-1c2e-4d4d-81e6-6fd620cc70ed,NormalFlow,09:05:26,11083.504375320388,9500.591329441511,E5,E5_4,32726,0.3,0.6,0.9217207334273624,0.514344,1.0,1,1,1.0,0
CNA_NBNA_6,6800.94,2339.87,-31268#0_0,62.9,car,1f727e74-7485-47f6-9ca7-3c9cc59d4c65,NormalFlow,09:05:27,6801.248061684961,2339.974998033692,C1,C1_1,32727,0.3,0.6,0.4435825105782792,0.418717,1.0,1,1,1.0,0
NBSKMS_Nightbus_3,5839.02,5768.32,--31272#8_0,1.9,bus,29b84ec2-7ef6-4611-b3ae-9ccfea002ff6,Traffic,09:05:28,5838.671290371431,5767.9874989782265,B3,B3_3,32728,0.7,1.0,0.0133991537376586,0.65268,1.0,1,1,1.0,0
NBSKMS_Nightbus_4,7431.3,5803.53,--30528#16_0,1.0,bus,f8c94ec6-c4ed-476a-b28a-d06b0e8149f3,Traffic,09:05:29,7431.794305649379,5804.0142467465785,C3,C3_3,32729,0.7,1.0,0.007052186177715,0.65141,1.0,1,1,1.0,0
NBSKMS_Nightbus_1,10281.9,9191.01,-32278#1_0,1.0,bus,be888c80-da6e-459e-bdf0-2181515adc5d,Traffic,09:05:30,10282.392995476504,9191.03279880861,E5,E5_2,32730,0.7,1.0,0.007052186177715,0.65141,1.0,1,1,1.0,0
NBSKMS_Nightbus_2,7282.44,6742.95,-32924#0_0,32.9,bus,a10ecabc-5944-4b68-b9a9-3be0e72cfff3,NormalFlow,09:05:31,7282.742216167259,6743.062990097617,C4,C4_1,32731,0.3,1.0,0.2320169252468265,0.496403,1.0,1,1,1.0,0
CNA_NBNA_5,7796.45,5366.79,-31818#21_1,45.2,car,cbb23c05-5c4c-4e88-9a40-3ad97a81b230,NormalFlow,09:05:32,7796.786295181714,5366.994256223045,C3,C3_3,32732,0.3,0.6,0.3187588152327221,0.393752,1.0,1,1,1.0,0
CNA_NBNA_12,7593.2,9366.84,--32244_0,31.1,car,237704fb-ce33-4245-a03b-4ac853948eea,NormalFlow,09:05:33,7593.600834484299,9366.439532468614,C5,C5_4,32733,0.3,0.6,0.2193229901269393,0.373865,1.0,1,1,1.0,0
CNA_NBNA_9,10665.76,9577.41,-32340#7_0,49.8,car,94732751-3ed5-4787-a9ae-c6f69a4660d9,NormalFlow,09:05:34,10665.585002125048,9577.466332766302,E5,E5_4,32734,0.3,0.6,0.3511988716502115,0.40024,1.0,1,1,1.0,0
CNA_NBNA_2,6850.61,5925.12,:-12622_6_0,28.0,car,343a7622-1e2b-4056-86dd-2d6f547274ff,NormalFlow,09:05:35,6850.485838993346,5925.319787665324,C3,C3_2,32735,0.3,0.6,0.1974612129760225,0.369492,1.0,1,1,1.0,0
CNA_NBNA_11,7213.64,8211.18,--30988#1_1,40.7,car,01c70fd5-a325-43e4-abaf-8301a202e9ba,NormalFlow,09:05:36,7213.55287597859,8211.461682959796,C4,C4_2,32736,0.3,0.6,0.2870239774330042,0.387405,1.0,1,1,1.0,0
